one hundred fifty-one;151;
one hundred fifty-two;152;
one hundred fifty-three;153;
one hundred fifty-four;154;
one hundred fifty-five;155;
one hundred fifty-six;156;
one hundred fifty-seven;157;
one hundred fifty-eight;158;
one hundred fifty-nine;159;
one hundred sixty;160;
one hundred sixty-one;161;
one hundred sixty-two;162;
one hundred sixty-three;163;
one hundred sixty-four;164;
one hundred sixty-five;165;
one hundred sixty-six;166;
one hundred sixty-seven;167;
one hundred sixty-eight;168;
one hundred sixty-nine;169;
one hundred seventy;170;
one hundred seventy-one;171;
one hundred seventy-two;172;
one hundred seventy-three;173;
one hundred seventy-four;174;
one hundred seventy-five;175;
one hundred seventy-six;176;
one hundred seventy-seven;177;
one hundred seventy-eight;178;
one hundred seventy-nine;179;
one hundred eighty;180;
first set, first leg;s1_l1_n;
first set, second leg;s1_l2_n;
first set, third leg;s1_l3_n;
first set, fourth leg;s1_l4_n;
first set, fifth leg;s1_l5_n;
first set, sixth leg;s1_l6_n;
first set, seventh leg;s1_l7_n;
first set, eighth leg;s1_l8_n;
first set, ninth leg;s1_l9_n;
first set, tenth leg;s1_l10_n;
first set, eleventh leg;s1_l11_n;
first set, twelfth leg;s1_l12_n;
first set, thirteenth leg;s1_l13_n;
first set, fourteenth leg;s1_l14_n;
first set, fifteenth leg;s1_l15_n;
first set, sixteenth leg;s1_l16_n;
first set, seventeenth leg;s1_l17_n;
first set, eighteenth leg;s1_l18_n;
first set, nineteenth leg;s1_l19_n;
first set, twentieth leg;s1_l20_n;
second set, first leg;s2_l1_n;
second set, second leg;s2_l2_n;
second set, third leg;s2_l3_n;
second set, fourth leg;s2_l4_n;
second set, fifth leg;s2_l5_n;
second set, sixth leg;s2_l6_n;
second set, seventh leg;s2_l7_n;
second set, eighth leg;s2_l8_n;
second set, ninth leg;s2_l9_n;
second set, tenth leg;s2_l10_n;
second set, eleventh leg;s2_l11_n;
second set, twelfth leg;s2_l12_n;
second set, thirteenth leg;s2_l13_n;
second set, fourteenth leg;s2_l14_n;
second set, fifteenth leg;s2_l15_n;
second set, sixteenth leg;s2_l16_n;
second set, seventeenth leg;s2_l17_n;
second set, eighteenth leg;s2_l18_n;
second set, nineteenth leg;s2_l19_n;
second set, twentieth leg;s2_l20_n;
third set, first leg;s3_l1_n;
third set, second leg;s3_l2_n;
third set, third leg;s3_l3_n;
third set, fourth leg;s3_l4_n;
third set, fifth leg;s3_l5_n;
third set, sixth leg;s3_l6_n;
third set, seventh leg;s3_l7_n;
third set, eighth leg;s3_l8_n;
third set, ninth leg;s3_l9_n;
third set, tenth leg;s3_l10_n;
third set, eleventh leg;s3_l11_n;
third set, twelfth leg;s3_l12_n;
third set, thirteenth leg;s3_l13_n;
third set, fourteenth leg;s3_l14_n;
third set, fifteenth leg;s3_l15_n;
third set, sixteenth leg;s3_l16_n;
third set, seventeenth leg;s3_l17_n;
third set, eighteenth leg;s3_l18_n;
third set, nineteenth leg;s3_l19_n;
third set, twentieth leg;s3_l20_n;
fourth set, first leg;s4_l1_n;
fourth set, second leg;s4_l2_n;
fourth set, third leg;s4_l3_n;
fourth set, fourth leg;s4_l4_n;
fourth set, fifth leg;s4_l5_n;
fourth set, sixth leg;s4_l6_n;
fourth set, seventh leg;s4_l7_n;
fourth set, eighth leg;s4_l8_n;
fourth set, ninth leg;s4_l9_n;
fourth set, tenth leg;s4_l10_n;
fourth set, eleventh leg;s4_l11_n;
fourth set, twelfth leg;s4_l12_n;
fourth set, thirteenth leg;s4_l13_n;
fourth set, fourteenth leg;s4_l14_n;
fourth set, fifteenth leg;s4_l15_n;
fourth set, sixteenth leg;s4_l16_n;
fourth set, seventeenth leg;s4_l17_n;
fourth set, eighteenth leg;s4_l18_n;
fourth set, nineteenth leg;s4_l19_n;
fourth set, twentieth leg;s4_l20_n;
fifth set, first leg;s5_l1_n;
fifth set, second leg;s5_l2_n;
fifth set, third leg;s5_l3_n;
fifth set, fourth leg;s5_l4_n;
fifth set, fifth leg;s5_l5_n;
fifth set, sixth leg;s5_l6_n;
fifth set, seventh leg;s5_l7_n;
fifth set, eighth leg;s5_l8_n;
fifth set, ninth leg;s5_l9_n;
fifth set, tenth leg;s5_l10_n;
fifth set, eleventh leg;s5_l11_n;
fifth set, twelfth leg;s5_l12_n;
fifth set, thirteenth leg;s5_l13_n;
fifth set, fourteenth leg;s5_l14_n;
fifth set, fifteenth leg;s5_l15_n;
fifth set, sixteenth leg;s5_l16_n;
fifth set, seventeenth leg;s5_l17_n;
fifth set, eighteenth leg;s5_l18_n;
fifth set, nineteenth leg;s5_l19_n;
fifth set, twentieth leg;s5_l20_n;
sixth set, first leg;s6_l1_n;
sixth set, second leg;s6_l2_n;
sixth set, third leg;s6_l3_n;
sixth set, fourth leg;s6_l4_n;
sixth set, fifth leg;s6_l5_n;
sixth set, sixth leg;s6_l6_n;
sixth set, seventh leg;s6_l7_n;
sixth set, eighth leg;s6_l8_n;
sixth set, ninth leg;s6_l9_n;
sixth set, tenth leg;s6_l10_n;
sixth set, eleventh leg;s6_l11_n;
sixth set, twelfth leg;s6_l12_n;
sixth set, thirteenth leg;s6_l13_n;
sixth set, fourteenth leg;s6_l14_n;
sixth set, fifteenth leg;s6_l15_n;
sixth set, sixteenth leg;s6_l16_n;
sixth set, seventeenth leg;s6_l17_n;
sixth set, eighteenth leg;s6_l18_n;
sixth set, nineteenth leg;s6_l19_n;
sixth set, twentieth leg;s6_l20_n;
seventh set, first leg;s7_l1_n;
seventh set, second leg;s7_l2_n;
seventh set, third leg;s7_l3_n;
seventh set, fourth leg;s7_l4_n;
seventh set, fifth leg;s7_l5_n;
seventh set, sixth leg;s7_l6_n;
seventh set, seventh leg;s7_l7_n;
seventh set, eighth leg;s7_l8_n;
seventh set, ninth leg;s7_l9_n;
seventh set, tenth leg;s7_l10_n;
seventh set, eleventh leg;s7_l11_n;
seventh set, twelfth leg;s7_l12_n;
seventh set, thirteenth leg;s7_l13_n;
seventh set, fourteenth leg;s7_l14_n;
seventh set, fifteenth leg;s7_l15_n;
seventh set, sixteenth leg;s7_l16_n;
seventh set, seventeenth leg;s7_l17_n;
seventh set, eighteenth leg;s7_l18_n;
seventh set, nineteenth leg;s7_l19_n;
seventh set, twentieth leg;s7_l20_n;
eighth set, first leg;s8_l1_n;
eighth set, second leg;s8_l2_n;
eighth set, third leg;s8_l3_n;
eighth set, fourth leg;s8_l4_n;
eighth set, fifth leg;s8_l5_n;
eighth set, sixth leg;s8_l6_n;
eighth set, seventh leg;s8_l7_n;
eighth set, eighth leg;s8_l8_n;
eighth set, ninth leg;s8_l9_n;
eighth set, tenth leg;s8_l10_n;
eighth set, eleventh leg;s8_l11_n;
eighth set, twelfth leg;s8_l12_n;
eighth set, thirteenth leg;s8_l13_n;
eighth set, fourteenth leg;s8_l14_n;
eighth set, fifteenth leg;s8_l15_n;
eighth set, sixteenth leg;s8_l16_n;
eighth set, seventeenth leg;s8_l17_n;
eighth set, eighteenth leg;s8_l18_n;
eighth set, nineteenth leg;s8_l19_n;
eighth set, twentieth leg;s8_l20_n;
ninth set, first leg;s9_l1_n;
ninth set, second leg;s9_l2_n;
ninth set, third leg;s9_l3_n;
ninth set, fourth leg;s9_l4_n;
ninth set, fifth leg;s9_l5_n;
ninth set, sixth leg;s9_l6_n;
ninth set, seventh leg;s9_l7_n;
ninth set, eighth leg;s9_l8_n;
ninth set, ninth leg;s9_l9_n;
ninth set, tenth leg;s9_l10_n;
ninth set, eleventh leg;s9_l11_n;
ninth set, twelfth leg;s9_l12_n;
ninth set, thirteenth leg;s9_l13_n;
ninth set, fourteenth leg;s9_l14_n;
ninth set, fifteenth leg;s9_l15_n;
ninth set, sixteenth leg;s9_l16_n;
ninth set, seventeenth leg;s9_l17_n;
ninth set, eighteenth leg;s9_l18_n;
ninth set, nineteenth leg;s9_l19_n;
ninth set, twentieth leg;s9_l20_n;
tenth set, first leg;s10_l1_n;
tenth set, second leg;s10_l2_n;
tenth set, third leg;s10_l3_n;
tenth set, fourth leg;s10_l4_n;
tenth set, fifth leg;s10_l5_n;
tenth set, sixth leg;s10_l6_n;
tenth set, seventh leg;s10_l7_n;
tenth set, eighth leg;s10_l8_n;
tenth set, ninth leg;s10_l9_n;
tenth set, tenth leg;s10_l10_n;
tenth set, eleventh leg;s10_l11_n;
tenth set, twelfth leg;s10_l12_n;
tenth set, thirteenth leg;s10_l13_n;
tenth set, fourteenth leg;s10_l14_n;
tenth set, fifteenth leg;s10_l15_n;
tenth set, sixteenth leg;s10_l16_n;
tenth set, seventeenth leg;s10_l17_n;
tenth set, eighteenth leg;s10_l18_n;
tenth set, nineteenth leg;s10_l19_n;
tenth set, twentieth leg;s10_l20_n;
to throw first;first_to_throw;
the stage is yours;matchon;
let the match begin;matchon;
match on;matchon;
let the game begin;gameon;
game on;gameon;
darts free;gameon;
gameshot and the first leg;gameshot_l1_n;
gameshot and the second leg;gameshot_l2_n;
gameshot and the third leg;gameshot_l3_n;
gameshot and the fourth leg;gameshot_l4_n;
gameshot and the fifth leg;gameshot_l5_n;
gameshot and the sixth leg;gameshot_l6_n;
gameshot and the seventh leg;gameshot_l7_n;
gameshot and the eighth leg;gameshot_l8_n;
gameshot and the ninth leg;gameshot_l9_n;
gameshot and the tenth leg;gameshot_l10_n;
gameshot and the eleventh leg;gameshot_l11_n;
gameshot and the twelfth leg;gameshot_l12_n;
gameshot and the thirteenth leg;gameshot_l13_n;
gameshot and the fourteenth leg;gameshot_l14_n;
gameshot and the fifteenth leg;gameshot_l15_n;
gameshot and the sixteenth leg;gameshot_l16_n;
gameshot and the seventeenth leg;gameshot_l17_n;
gameshot and the eighteenth leg;gameshot_l18_n;
gameshot and the nineteenth leg;gameshot_l19_n;
gameshot and the twentieth leg;gameshot_l20_n;
game shot and the match;matchshot;
Busted;busted;
Invalid throw;busted;
Thrown too much;busted;
Thrown too high;busted;
Too many points;busted;
Invalid throw;busted;
no score;busted;
You require;you_require;
require;you_require;
You need;you_require;
Your target is;you_require;
Double;doppel;
Triple;triple;
Outside;outside;
Bull;sbull;bull;
Machine;bot;bot level 1;bot level 2;bot level 3;bot level 4;bot level 5;bot level 6;bot level 7;bot level 8;bot level 9;bot level 10;bot level 11;
CPU;bot;bot level 1;bot level 2;bot level 3;bot level 4;bot level 5;bot level 6;bot level 7;bot level 8;bot level 9;bot level 10;bot level 11;
Computer;bot;bot level 1;bot level 2;bot level 3;bot level 4;bot level 5;bot level 6;bot level 7;bot level 8;bot level 9;bot level 10;bot level 11;
PC;bot;bot level 1;bot level 2;bot level 3;bot level 4;bot level 5;bot level 6;bot level 7;bot level 8;bot level 9;bot level 10;bot level 11;
opponent;bot;bot level 1;bot level 2;bot level 3;bot level 4;bot level 5;bot level 6;bot level 7;bot level 8;bot level 9;bot level 10;bot level 11;
Player one;player1;
Player two;player2;
Player three;player3;
Player four;player4;
Player five;player5;
Player six;player6;
of;of;
to;to;
and;and;
the;the;
set;set;
Leg;leg;
throw;throw;
Bullseye;bullseye;
you;you;
First leg;leg_1;
Second leg;leg_2;
Third leg;leg_3;
Fourth leg;leg_4;
Fifth leg;leg_5;
Sixth leg;leg_6;
Seventh leg;leg_7;
Eighth leg;leg_8;
Ninth leg;leg_9;
Tenth leg;leg_10;
Eleventh leg;leg_11;
Twelfth leg;leg_12;
Thirteenth leg;leg_13;
Fourteenth leg;leg_14;
Fifteenth leg;leg_15;
Sixteenth leg;leg_16;
Seventeenth leg;leg_17;
Eighteenth leg;leg_18;
Nineteenth leg;leg_19;
Twentieth leg;leg_20;
Twenty-first leg;leg_21;
Twenty-second leg;leg_22;
Twenty-third leg;leg_23;
Twenty-fourth leg;leg_24;
Twenty-fifth leg;leg_25;
Twenty-sixth leg;leg_26;
Twenty-seventh leg;leg_27;
Twenty-eighth leg;leg_28;
Twenty-ninth leg;leg_29;
Thirtieth leg;leg_30;
Thirty-first leg;leg_31;
Thirty-second leg;leg_32;
Thirty-third leg;leg_33;
Thirty-fourth leg;leg_34;
Thirty-fifth leg;leg_35;
Thirty-sixth leg;leg_36;
Thirty-seventh leg;leg_37;
Thirty-eighth leg;leg_38;
Thirty-ninth leg;leg_39;
Fortieth leg;leg_40;
Forty-first leg;leg_41;
Forty-second leg;leg_42;
Forty-third leg;leg_43;
Forty-fourth leg;leg_44;
Forty-fifth leg;leg_45;
Forty-sixth leg;leg_46;
Forty-seventh leg;leg_47;
Forty-eighth leg;leg_48;
Forty-ninth leg;leg_49;
Fiftieth leg;leg_50;
First set;set_1;
Second set;set_2;
Third set;set_3;
Fourth set;set_4;
Fifth set;set_5;
Sixth set;set_6;
Seventh set;set_7;
Eighth set;set_8;
Ninth set;set_9;
Tenth set;set_10;
Eleventh set;set_11;
Twelfth set;set_12;
Thirteenth set;set_13;
Fourteenth set;set_14;
Fifteenth set;set_15;
Sixteenth set;set_16;
Seventeenth set;set_17;
Eighteenth set;set_18;
Nineteenth set;set_19;
Twentieth set;set_20;
Twenty-first set;set_21;
Twenty-second set;set_22;
Twenty-third set;set_23;
Twenty-fourth set;set_24;
Twenty-fifth set;set_25;
Twenty-sixth set;set_26;
Twenty-seventh set;set_27;
Twenty-eighth set;set_28;
Twenty-ninth set;set_29;
Thirtieth set;set_30;
Thirty-first set;set_31;
Thirty-second set;set_32;
Thirty-third set;set_33;
Thirty-fourth set;set_34;
Thirty-fifth set;set_35;
Thirty-sixth set;set_36;
Thirty-seventh set;set_37;
Thirty-eighth set;set_38;
Thirty-ninth set;set_39;
Fortieth set;set_40;
Forty-first set;set_41;
Forty-second set;set_42;
Forty-third set;set_43;
Forty-fourth set;set_44;
Forty-fifth set;set_45;
Forty-sixth set;set_46;
Forty-seventh set;set_47;
Forty-eighth set;set_48;
Forty-ninth set;set_49;
Fiftieth set;set_50;
Ladies and gentlemen, welcome!;hi;
Welcome!;hi;
Hi!;hi;
Hi folks!;hi;
Good day, everyone!;hi;
Hey guys!;hi;
Aloha!;hi;
Hello!;hi;
Hey there!;hi;
Bull up who starts first;bulling_start;
Let's bull who starts first;bulling_start;
It's bull time!;bulling_start;
Let the bull decide!;bulling_start;
You start first!;bulling_end;
Starts first;bulling_end;
Begins;bulling_end;
Won the bulling;bulling_end;
Double one;d1;
Double two;d2;
Double three;d3;
Double four;d4;
Double five;d5;
Double six;d6;
Double seven;d7;
Double eight;d8;
Double nine;d9;
Double ten;d10;
Double eleven;d11;
Double twelve;d12;
Double thirteen;d13;
Double fourteen;d14;
Double fifteen;d15;
Double sixteen;d16;
Double seventeen;d17;
Double eighteen;d18;
Double nineteen;d19;
Double twenty;d20;
Triple one;t1;
Triple two;t2;
Triple three;t3;
Triple four;t4;
Triple five;t5;
Triple six;t6;
Triple seven;t7;
Triple eight;t8;
Triple nine;t9;
Triple ten;t10;
Triple eleven;t11;
Triple twelve;t12;
Triple thirteen;t13;
Triple fourteen;t14;
Triple fifteen;t15;
Triple sixteen;t16;
Triple seventeen;t17;
Triple eighteen;t18;
Triple nineteen;t19;
Triple twenty;t20;
Outside one;m1;
Outside two;m2;
Outside three;m3;
Outside four;m4;
Outside five;m5;
Outside six;m6;
Outside seven;m7;
Outside eight;m8;
Outside nine;m9;
Outside ten;m10;
Outside eleven;m11;
Outside twelve;m12;
Outside thirteen;m13;
Outside fourteen;m14;
Outside fifteen;m15;
Outside sixteen;m16;
Outside seventeen;m17;
Outside eighteen;m18;
Outside nineteen;m19;
Outside twenty;m20;
Match cancelled!;matchcancel;
Match interrupted!;matchcancel;
Match annulled!;matchcancel;
Match abort!;matchcancel;
Minus;ber_minus;
Score denied;got_score_denied;
Marcel;i3ull3t;
Daniel;physics_teacher;
average;average;
left;left;
Lukas;lukas;
Max;max;
Jonas;jonas;
Leon;leon;
Paul;paul;
Finn;finn;
Elias;elias;
Noah;noah;
Ben;ben;
Felix;felix;
Liam;liam;
David;david;
Julian;julian;
Simon;simon;
Tim;tim;
Philipp;philipp;
Matteo;matteo;
Anton;anton;
Nico;nico;
Samuel;samuel;
Moritz;moritz;
Rafael;rafael;
Alexander;alexander;
Adrian;adrian;
Vincent;vincent;
Martin;martin;
Erik;erik;
Sebastian;sebastian;
Frederik;frederik;
Maximilian;maximilian;
Robin;robin;
Oscar;oscar;
Patrick;patrick;
Fabian;fabian;
Tobias;tobias;
Jannis;jannis;
Daniel;daniel;
Florian;florian;
Marc;marc;
Oliver;oliver;
Bastian;bastian;
Carl;carl;
Konstantin;konstantin;
Ruben;ruben;
Theo;theo;
Stefan;stefan;
Christian;christian;
Manuel;manuel;
Julius;julius;
Till;till;
Henri;henri;
Kilian;kilian;
Leonard;leonard;
Theodor;theodor;
Matthias;matthias;
Jakob;jakob;
Luis;luis;
Rainer;rainer;
Karl;karl;
Walter;walter;
Joachim;joachim;
Werner;werner;
Helmut;helmut;
Roland;roland;
Lothar;lothar;
Norbert;norbert;
Heinz;heinz;
Frank;frank;
Bernd;bernd;
Wolfgang;wolfgang;
Uwe;uwe;
Hans;hans;
Ralf;ralf;
Dieter;dieter;
Manfred;manfred;
Michael;michael;
Thomas;thomas;
Peter;peter;
Anna;anna;
Emma;emma;
Sophia;sophia;
Mia;mia;
Hanna;hanna;
Lena;lena;
Marie;marie;
Leonie;leonie;
Sophie;sophie;
Clara;clara;
Amelie;amelie;
Johanna;johanna;
Emily;emily;
Charlotte;charlotte;
Nina;nina;
Laura;laura;
Lilly;lilly;
Sarah;sarah;
Elena;elena;
Marlene;marlene;
Greta;greta;
Theresa;theresa;
Jasmin;jasmin;
Helena;helena;
Isabella;isabella;
Melina;melina;
Maya;maya;
Carla;carla;
Zoe;zoe;
Selina;selina;
Sandra;sandra;
Eva;eva;
Ina;ina;
Tabea;tabea;
Verena;verena;
Carina;carina;
Daniela;daniela;
Martina;martina;
Anja;anja;
Claudia;claudia;
Barbara;barbara;
Birgit;birgit;
Monika;monika;
Gisela;gisela;
Angelika;angelika;
Andrea;andrea;
Petra;petra;
Sabine;sabine;
Susanne;susanne;
Elisabeth;elisabeth;
Christine;christine;
Kerstin;kerstin;
Hildegard;hildegard;
Marianne;marianne;
Hannelore;hannelore;
Margarete;margarete;
Beate;beate;
Monique;monique;
Renate;renate;
Heike;heike;
Ulrike;ulrike;
Frauke;frauke;
Bettina;bettina;
Tanja;tanja;
Katja;katja;
Stefanie;stefanie;
Pia;pia;
Marina;marina;
Sigrid;sigrid;
Elke;elke;
Ilona;ilona;
Marion;marion;
Antje;antje;
Liane;liane;
Roswitha;roswitha;
Jutta;jutta;
Steffi;steffi;
Helga;helga;
Helene;helene;
Ottmar;ottmar;
Hermann;hermann;
Artur;artur;
Benedikt;benedikt;
Arnold;arnold;
Dirk;dirk;
Lorenz;lorenz;
Wilhelm;wilhelm;
Hubert;hubert;
Achim;achim;
Ewald;ewald;
Volker;volker;
Harald;harald;
Reinhard;reinhard;
Konrad;konrad;
Eckhard;eckhard;
Ludwig;ludwig;
Waldemar;waldemar;
Franz;franz;
Georg;georg;
Holger;holger;
Arno;arno;
Bertram;bertram;
Hubertus;hubertus;
Rudolf;rudolf;
Eberhard;eberhard;
Arturo;arturo;
Eduard;eduard;
Alfred;alfred;
Hans-Jürgen;hans-jürgen;
Christian-Johannes;christian-johannes;
Friedrich;friedrich;
Aaron;aaron;
Abel;abel;
Achim;achim;
Adam;adam;
Adolf;adolf;
Ahmet;ahmet;
Albert;albert;
Alec;alec;
Alex;alex;
Alfred;alfred;
Ali;ali;
Alois;alois;
Amir;amir;
Andrej;andrej;
Anselm;anselm;
Armin;armin;
Artur;artur;
Axel;axel;
Balthasar;balthasar;
Bastian;bastian;
Bernd;bernd;
Björn;bjoern;
Bruno;bruno;
Burkhard;burkhard;
Carsten;carsten;
Cedric;cedric;
Christian;christian;
Christoph;christoph;
Clemens;clemens;
Cornelius;cornelius;
Damian;damian;
Dario;dario;
Darius;darius;
Dennis;dennis;
Dieter;dieter;
Dirk;dirk;
Dominik;dominik;
Eberhard;eberhard;
Eckhard;eckhard;
Edgar;edgar;
Eduard;eduard;
Egon;egon;
Elias;elias;
Emil;emil;
Erich;erich;
Erik;erik;
Ernst;ernst;
Fabian;fabian;
Falk;falk;
Ferdinand;ferdinand;
Florian;florian;
Franz;franz;
Friedrich;friedrich;
Gabriel;gabriel;
Georg;georg;
Gerd;gerd;
Gerhard;gerhard;
Gert;gert;
Gottfried;gottfried;
Gregor;gregor;
Günther;guenther;
Hagen;hagen;
Hannes;hannes;
Hans;hans;
Hans-Jürgen;hans-juergen;
Harald;harald;
Hartmut;hartmut;
Heiko;heiko;
Heinrich;heinrich;
Helmut;helmut;
Henning;henning;
Henry;henry;
Herbert;herbert;
Holger;holger;
Horst;horst;
Hubert;hubert;
Ignaz;ignaz;
Ingo;ingo;
Jakob;jakob;
Jan;jan;
Jens;jens;
Joachim;joachim;
Johann;johann;
Josef;josef;
Jürgen;juergen;
Kai;kai;
Karl;karl;
Karsten;karsten;
Kevin;kevin;
Kilian;kilian;
Klaus;klaus;
Konrad;konrad;
Kurt;kurt;
Lars;lars;
Laurenz;laurenz;
Lennart;lennart;
Leo;leo;
Leon;leon;
Leopold;leopold;
Lorenz;lorenz;
Louis;louis;
Ludwig;ludwig;
Magnus;magnus;
Manfred;manfred;
Manuel;manuel;
Marc;marc;
Marcel;marcel;
Marco;marco;
Marcus;marcus;
Mario;mario;
Mark;mark;
Markus;markus;
Martin;martin;
Matthias;matthias;
Max;max;
Maximilian;maximilian;
Michael;michael;
Michel;michel;
Mirko;mirko;
Moritz;moritz;
Niklas;niklas;
Norbert;norbert;
Oliver;oliver;
Oscar;oscar;
Otto;otto;
Patrick;patrick;
Paul;paul;
Peter;peter;
Philipp;philipp;
Rainer;rainer;
Ralf;ralf;
Ramon;ramon;
Raphael;raphael;
Reinhard;reinhard;
René;rene;
Richard;richard;
Robert;robert;
Roland;roland;
Rolf;rolf;
Roman;roman;
Rüdiger;ruediger;
Rudolf;rudolf;
Sebastian;sebastian;
Siegfried;siegfried;
Simon;simon;
Stefan;stefan;
Sven;sven;
Theo;theo;
Theodor;theodor;
Thomas;thomas;
Thorsten;thorsten;
Till;till;
Timo;timo;
Tobias;tobias;
Torsten;torsten;
Ulrich;ulrich;
Uwe;uwe;
Valentin;valentin;
Viktor;viktor;
Vincent;vincent;
Volker;volker;
Walter;walter;
Werner;werner;
Wilfried;wilfried;
Wilhelm;wilhelm;
Wolfgang;wolfgang;
Yannick;yannick;
Yves;yves;
Abraham;abraham;
Adrian;adrian;
Alwin;alwin;
Ansgar;ansgar;
Arne;arne;
August;august;
Benedikt;benedikt;
Berthold;berthold;
Caius;caius;
Caspar;caspar;
Christophorus;christophorus;
Constantin;constantin;
Cornelius;cornelius;
Damianus;damianus;
Dominicus;dominicus;
Eliasz;eliasz;
Emmerich;emmerich;
Ephraim;ephraim;
Ernst-August;ernst-august;
Eugen;eugen;
Falko;falko;
Fidelis;fidelis;
Franziskus;franziskus;
Gaius;gaius;
Gedeon;gedeon;
Gerion;gerion;
Giselher;giselher;
Gregorios;gregorios;
Hanno;hanno;
Hartwig;hartwig;
Hieronymus;hieronymus;
Ignatius;ignatius;
Isidor;isidor;
Jakobus;jakobus;
Joachim-Josef;joachim-josef;
Johannes-Paul;johannes-paul;
Justinian;justinian;
Kasimir;kasimir;
Konstantinos;konstantinos;
Lambert;lambert;
Laurentius;laurentius;
Leander;leander;
Leonhard;leonhard;
Lotharius;lotharius;
Ludovico;ludovico;
Magnus-Ansgar;magnus-ansgar;
Marcellus;marcellus;
Mauritius;mauritius;
Oswald;oswald;
Pascal;pascal;
Quirinus;quirinus;
Reinhardt;reinhardt;
Siegbert;siegbert;
Sigismund;sigismund;
Tassilo;tassilo;
Thaddäus;thaddaeus;
Ulrich-Johann;ulrich-johann;
Urban;urban;
Valerian;valerian;
Viktor-August;viktor-august;
Vinzenz;vinzenz;
Wendelin;wendelin;
Wigald;wigald;
Wolfhard;wolfhard;
Xaver;xaver;
Zacharias;zacharias;
Aaron;aaron;
Abel;abel;
Adam;adam;
Alexis;alexis;
Amadeus;amadeus;
Andor;andor;
Aristide;aristide;
Aurelius;aurelius;
Baldur;baldur;
Balthazar;balthazar;
Berengar;berengar;
Casimir;casimir;
Clemens-August;clemens-august;
Damien;damien;
Dionysius;dionysius;
Edmund;edmund;
Eugen-August;eugen-august;
Friedbert;friedbert;
Gunnar;gunnar;
Helge;helge;
Ingmar;ingmar;
Isidor-August;isidor-august;
Julian-Paul;julian-paul;
Lennox;lennox;
Mathis;mathis;
Maurice;maurice;
Nicolas;nicolas;
Nils;nils;
Oskar;oskar;
Raimund;raimund;
Rochus;rochus;
Rudolf-August;rudolf-august;
Severin;severin;
Silas;silas;
Simeon;simeon;
Theodosius;theodosius;
Titus;titus;
Valentin-August;valentin-august;
Vitus;vitus;
Wendelin-August;wendelin-august;
Wilfried-August;wilfried-august;
Your Target is;bs_target_is;
Single;bs_single;
Innside;bs_single_inner;
